id,design_id,description,growth,parts,findings
2017-06-10,0.0,0 days 00:00:00.000000000,0.0,Saturday,830028
2017-06-11,0.0,0 days 00:00:00.000000000,0.0,Sunday,830028
2017-06-12,6660.0,0 days 01:51:00.000000000,2.0,Monday,830028
2017-06-13,17400.0,0 days 04:50:00.000000000,5.0,Tuesday,830028
2017-06-14,4260.0,0 days 01:11:00.000000000,1.0,Wednesday,830028
2017-06-15,10185.0,0 days 02:49:45.000000000,3.0,Thursday,830028
2017-06-16,0.0,0 days 00:00:00.000000000,0.0,Friday,830028
2017-06-17,0.0,0 days 00:00:00.000000000,0.0,Saturday,830028
2017-06-18,0.0,0 days 00:00:00.000000000,0.0,Sunday,830028
2017-06-19,1365.0,0 days 00:22:45.000000000,0.0,Monday,830028
2017-06-20,11400.0,0 days 03:10:00.000000000,3.0,Tuesday,830028
2017-06-21,18300.0,0 days 05:05:00.000000000,5.0,Wednesday,830028
2017-06-01,4260.0,0 days 01:11:00.000000000,1.0,Thursday,734310
2017-06-02,16260.0,0 days 04:31:00.000000000,5.0,Friday,734310
2017-06-03,23160.0,0 days 06:26:00.000000000,6.0,Saturday,734310
2017-06-04,25350.0,0 days 07:02:30.000000000,7.0,Sunday,734310
2017-06-05,660.0,0 days 00:11:00.000000000,0.0,Monday,734310
2017-06-06,12900.0,0 days 03:35:00.000000000,4.0,Tuesday,734310
2017-06-07,6420.0,0 days 01:47:00.000000000,2.0,Wednesday,734310
2017-06-08,4020.0,0 days 01:07:00.000000000,1.0,Thursday,734310
2017-06-09,0.0,0 days 00:00:00.000000000,0.0,Friday,734310
2017-06-10,29640.0,0 days 08:14:00.000000000,8.0,Saturday,734310
2017-06-11,31665.0,0 days 08:47:45.000000000,9.0,Sunday,734310
2017-06-12,15180.0,0 days 04:13:00.000000000,4.0,Monday,734310
2017-06-13,10425.0,0 days 02:53:45.000000000,3.0,Tuesday,734310
2017-06-14,19380.0,0 days 05:23:00.000000000,5.0,Wednesday,734310
2017-06-15,17700.0,0 days 04:55:00.000000000,5.0,Thursday,734310
2017-06-16,1560.0,0 days 00:26:00.000000000,0.0,Friday,734310
2017-06-17,19980.0,0 days 05:33:00.000000000,6.0,Saturday,734310
2017-06-18,0.0,0 days 00:00:00.000000000,0.0,Sunday,734310
2017-06-19,7740.0,0 days 02:09:00.000000000,2.0,Monday,734310
2017-06-20,5100.0,0 days 01:25:00.000000000,1.0,Tuesday,734310
2017-06-21,4620.0,0 days 01:17:00.000000000,1.0,Wednesday,734310
2017-06-01,4560.0,0 days 01:16:00.000000000,1.0,Thursday,788584
2017-06-02,11580.0,0 days 03:13:00.000000000,3.0,Friday,788584
2017-06-03,0.0,0 days 00:00:00.000000000,0.0,Saturday,788584
2017-06-04,0.0,0 days 00:00:00.000000000,0.0,Sunday,788584
2017-06-05,8820.0,0 days 02:27:00.000000000,2.0,Monday,788584
2017-06-06,6285.0,0 days 01:44:45.000000000,2.0,Tuesday,788584
2017-06-07,8700.0,0 days 02:25:00.000000000,2.0,Wednesday,788584
2017-06-08,2160.0,0 days 00:36:00.000000000,1.0,Thursday,788584
2017-06-09,7740.0,0 days 02:09:00.000000000,2.0,Friday,788584
2017-06-10,0.0,0 days 00:00:00.000000000,0.0,Saturday,788584
2017-06-11,0.0,0 days 00:00:00.000000000,0.0,Sunday,788584
2017-06-12,5565.0,0 days 01:32:45.000000000,2.0,Monday,788584
2017-06-13,6840.0,0 days 01:54:00.000000000,2.0,Tuesday,788584
2017-06-14,6120.0,0 days 01:42:00.000000000,2.0,Wednesday,788584
2017-06-15,19860.0,0 days 05:31:00.000000000,6.0,Thursday,788584
2017-06-16,8160.0,0 days 02:16:00.000000000,2.0,Friday,788584
2017-06-17,0.0,0 days 00:00:00.000000000,0.0,Saturday,788584
2017-06-18,0.0,0 days 00:00:00.000000000,0.0,Sunday,788584
2017-06-19,15360.0,0 days 04:16:00.000000000,4.0,Monday,788584
2017-06-20,8520.0,0 days 02:22:00.000000000,2.0,Tuesday,788584
2017-06-21,8865.0,0 days 02:27:45.000000000,2.0,Wednesday,788584
2017-06-01,14310.0,0 days 03:58:30.000000000,4.0,Thursday,991601
2017-06-02,17640.0,0 days 04:54:00.000000000,5.0,Friday,991601
2017-06-03,0.0,0 days 00:00:00.000000000,0.0,Saturday,991601
2017-06-04,0.0,0 days 00:00:00.000000000,0.0,Sunday,991601
2017-06-05,13425.0,0 days 03:43:45.000000000,4.0,Monday,991601
2017-06-06,1440.0,0 days 00:24:00.000000000,0.0,Tuesday,991601
2017-06-07,0.0,0 days 00:00:00.000000000,0.0,Wednesday,991601
2017-06-08,5880.0,0 days 01:38:00.000000000,2.0,Thursday,991601
2017-06-09,1620.0,0 days 00:27:00.000000000,0.0,Friday,991601
2017-06-10,0.0,0 days 00:00:00.000000000,0.0,Saturday,991601
2017-06-11,0.0,0 days 00:00:00.000000000,0.0,Sunday,991601
2017-06-12,7725.0,0 days 02:08:45.000000000,2.0,Monday,991601
2017-06-13,18780.0,0 days 05:13:00.000000000,5.0,Tuesday,991601
2017-06-14,6900.0,0 days 01:55:00.000000000,2.0,Wednesday,991601
2017-06-15,3780.0,0 days 01:03:00.000000000,1.0,Thursday,991601
2017-06-16,3120.0,0 days 00:52:00.000000000,1.0,Friday,991601
2017-06-17,0.0,0 days 00:00:00.000000000,0.0,Saturday,991601
2017-06-18,0.0,0 days 00:00:00.000000000,0.0,Sunday,991601
2017-06-19,9540.0,0 days 02:39:00.000000000,3.0,Monday,991601
2017-06-20,16920.0,0 days 04:42:00.000000000,5.0,Tuesday,991601
2017-06-21,16620.0,0 days 04:37:00.000000000,5.0,Wednesday,991601
2017-06-01,30060.0,0 days 08:21:00.000000000,8.0,Thursday,540268
2017-06-02,36525.0,0 days 10:08:45.000000000,10.0,Friday,540268
2017-06-03,35505.0,0 days 09:51:45.000000000,10.0,Saturday,540268
2017-06-04,22020.0,0 days 06:07:00.000000000,6.0,Sunday,540268
2017-06-05,27840.0,0 days 07:44:00.000000000,8.0,Monday,540268
2017-06-06,24420.0,0 days 06:47:00.000000000,7.0,Tuesday,540268
2017-06-07,32220.0,0 days 08:57:00.000000000,9.0,Wednesday,540268
2017-06-08,36645.0,0 days 10:10:45.000000000,10.0,Thursday,540268
2017-06-09,34560.0,0 days 09:36:00.000000000,10.0,Friday,540268
2017-06-10,30660.0,0 days 08:31:00.000000000,9.0,Saturday,540268
2017-06-11,30525.0,0 days 08:28:45.000000000,8.0,Sunday,540268
2017-06-12,32790.0,0 days 09:06:30.000000000,9.0,Monday,540268
2017-06-13,33705.0,0 days 09:21:45.000000000,9.0,Tuesday,540268
2017-06-14,33240.0,0 days 09:14:00.000000000,9.0,Wednesday,540268
2017-06-15,34185.0,0 days 09:29:45.000000000,9.0,Thursday,540268
2017-06-16,34740.0,0 days 09:39:00.000000000,10.0,Friday,540268
2017-06-17,31545.0,0 days 08:45:45.000000000,9.0,Saturday,540268
2017-06-18,25125.0,0 days 06:58:45.000000000,7.0,Sunday,540268
2017-06-19,26520.0,0 days 07:22:00.000000000,7.0,Monday,540268
2017-06-20,33420.0,0 days 09:17:00.000000000,9.0,Tuesday,540268
2017-06-21,33765.0,0 days 09:22:45.000000000,9.0,Wednesday,540268
2017-06-01,3960.0,0 days 01:06:00.000000000,1.0,Thursday,427935
2017-06-02,9405.0,0 days 02:36:45.000000000,3.0,Friday,427935
2017-06-03,25725.0,0 days 07:08:45.000000000,7.0,Saturday,427935
2017-06-04,0.0,0 days 00:00:00.000000000,0.0,Sunday,427935
2017-06-05,20340.0,0 days 05:39:00.000000000,6.0,Monday,427935
2017-06-06,10770.0,0 days 02:59:30.000000000,3.0,Tuesday,427935
2017-06-07,6525.0,0 days 01:48:45.000000000,2.0,Wednesday,427935
2017-06-08,15300.0,0 days 04:15:00.000000000,4.0,Thursday,427935
2017-06-09,6285.0,0 days 01:44:45.000000000,2.0,Friday,427935
2017-06-10,0.0,0 days 00:00:00.000000000,0.0,Saturday,427935
2017-06-11,0.0,0 days 00:00:00.000000000,0.0,Sunday,427935
2017-06-12,16800.0,0 days 04:40:00.000000000,5.0,Monday,427935
2017-06-13,3240.0,0 days 00:54:00.000000000,1.0,Tuesday,427935
2017-06-14,13620.0,0 days 03:47:00.000000000,4.0,Wednesday,427935
2017-06-15,17070.0,0 days 04:44:30.000000000,5.0,Thursday,427935
2017-06-16,14940.0,0 days 04:09:00.000000000,4.0,Friday,427935
2017-06-17,34140.0,0 days 09:29:00.000000000,9.0,Saturday,427935
2017-06-18,0.0,0 days 00:00:00.000000000,0.0,Sunday,427935
2017-06-19,15780.0,0 days 04:23:00.000000000,4.0,Monday,427935
2017-06-20,13905.0,0 days 03:51:45.000000000,4.0,Tuesday,427935
2017-06-21,8820.0,0 days 02:27:00.000000000,2.0,Wednesday,427935
2017-06-01,8220.0,0 days 02:17:00.000000000,2.0,Thursday,852202
2017-06-02,0.0,0 days 00:00:00.000000000,0.0,Friday,852202
2017-06-03,0.0,0 days 00:00:00.000000000,0.0,Saturday,852202
2017-06-04,0.0,0 days 00:00:00.000000000,0.0,Sunday,852202
2017-06-05,21645.0,0 days 06:00:45.000000000,6.0,Monday,852202
2017-06-06,6060.0,0 days 01:41:00.000000000,2.0,Tuesday,852202
2017-06-07,7920.0,0 days 02:12:00.000000000,2.0,Wednesday,852202
2017-06-08,6660.0,0 days 01:51:00.000000000,2.0,Thursday,852202
2017-06-09,0.0,0 days 00:00:00.000000000,0.0,Friday,852202
2017-06-10,0.0,0 days 00:00:00.000000000,0.0,Saturday,852202
2017-06-11,0.0,0 days 00:00:00.000000000,0.0,Sunday,852202
2017-06-12,6900.0,0 days 01:55:00.000000000,2.0,Monday,852202
2017-06-13,9180.0,0 days 02:33:00.000000000,3.0,Tuesday,852202
2017-06-14,5460.0,0 days 01:31:00.000000000,2.0,Wednesday,852202
2017-06-15,0.0,0 days 00:00:00.000000000,0.0,Thursday,852202
2017-06-16,0.0,0 days 00:00:00.000000000,0.0,Friday,852202
2017-06-17,0.0,0 days 00:00:00.000000000,0.0,Saturday,852202
2017-06-18,0.0,0 days 00:00:00.000000000,0.0,Sunday,852202
2017-06-19,16380.0,0 days 04:33:00.000000000,5.0,Monday,852202
2017-06-20,10800.0,0 days 03:00:00.000000000,3.0,Tuesday,852202
2017-06-21,15540.0,0 days 04:19:00.000000000,4.0,Wednesday,852202
2017-06-01,38685.0,0 days 10:44:45.000000000,11.0,Thursday,281578
2017-06-02,28440.0,0 days 07:54:00.000000000,8.0,Friday,281578
2017-06-03,23520.0,0 days 06:32:00.000000000,7.0,Saturday,281578
2017-06-04,39000.0,0 days 10:50:00.000000000,11.0,Sunday,281578
2017-06-05,34800.0,0 days 09:40:00.000000000,10.0,Monday,281578
2017-06-06,27360.0,0 days 07:36:00.000000000,8.0,Tuesday,281578
2017-06-07,26880.0,0 days 07:28:00.000000000,7.0,Wednesday,281578
2017-06-08,31485.0,0 days 08:44:45.000000000,9.0,Thursday,281578
2017-06-09,34800.0,0 days 09:40:00.000000000,10.0,Friday,281578
2017-06-10,22860.0,0 days 06:21:00.000000000,6.0,Saturday,281578
2017-06-11,35280.0,0 days 09:48:00.000000000,10.0,Sunday,281578
2017-06-12,31665.0,0 days 08:47:45.000000000,9.0,Monday,281578
2017-06-13,28680.0,0 days 07:58:00.000000000,8.0,Tuesday,281578
2017-06-14,21960.0,0 days 06:06:00.000000000,6.0,Wednesday,281578
2017-06-15,37260.0,0 days 10:21:00.000000000,10.0,Thursday,281578
2017-06-16,30300.0,0 days 08:25:00.000000000,8.0,Friday,281578
2017-06-17,31980.0,0 days 08:53:00.000000000,9.0,Saturday,281578
2017-06-18,38520.0,0 days 10:42:00.000000000,11.0,Sunday,281578
2017-06-19,23520.0,0 days 06:32:00.000000000,7.0,Monday,281578
2017-06-20,27600.0,0 days 07:40:00.000000000,8.0,Tuesday,281578
2017-06-21,24960.0,0 days 06:56:00.000000000,7.0,Wednesday,281578
2017-06-01,22680.0,0 days 06:18:00.000000000,6.0,Thursday,128249
2017-06-02,23580.0,0 days 06:33:00.000000000,7.0,Friday,128249
2017-06-03,15345.0,0 days 04:15:45.000000000,4.0,Saturday,128249
2017-06-04,21600.0,0 days 06:00:00.000000000,6.0,Sunday,128249
2017-06-05,30285.0,0 days 08:24:45.000000000,8.0,Monday,128249
2017-06-06,25020.0,0 days 06:57:00.000000000,7.0,Tuesday,128249
2017-06-07,30540.0,0 days 08:29:00.000000000,8.0,Wednesday,128249
2017-06-08,23265.0,0 days 06:27:45.000000000,6.0,Thursday,128249
2017-06-09,22440.0,0 days 06:14:00.000000000,6.0,Friday,128249
2017-06-10,25200.0,0 days 07:00:00.000000000,7.0,Saturday,128249
2017-06-11,0.0,0 days 00:00:00.000000000,0.0,Sunday,128249
2017-06-12,27000.0,0 days 07:30:00.000000000,8.0,Monday,128249
2017-06-13,26760.0,0 days 07:26:00.000000000,7.0,Tuesday,128249
2017-06-14,25200.0,0 days 07:00:00.000000000,7.0,Wednesday,128249
2017-06-15,25920.0,0 days 07:12:00.000000000,7.0,Thursday,128249
2017-06-16,15420.0,0 days 04:17:00.000000000,4.0,Friday,128249
2017-06-17,22740.0,0 days 06:19:00.000000000,6.0,Saturday,128249
2017-06-18,16980.0,0 days 04:43:00.000000000,5.0,Sunday,128249
2017-06-19,28305.0,0 days 07:51:45.000000000,8.0,Monday,128249
2017-06-20,29280.0,0 days 08:08:00.000000000,8.0,Tuesday,128249
2017-06-21,29220.0,0 days 08:07:00.000000000,8.0,Wednesday,128249
2017-06-01,28980.0,0 days 08:03:00.000000000,8.0,Thursday,642746
2017-06-02,25980.0,0 days 07:13:00.000000000,7.0,Friday,642746
2017-06-03,26820.0,0 days 07:27:00.000000000,7.0,Saturday,642746
2017-06-04,0.0,0 days 00:00:00.000000000,0.0,Sunday,642746
2017-06-05,14730.0,0 days 04:05:30.000000000,4.0,Monday,642746
2017-06-06,29220.0,0 days 08:07:00.000000000,8.0,Tuesday,642746
2017-06-07,26280.0,0 days 07:18:00.000000000,7.0,Wednesday,642746
2017-06-08,19800.0,0 days 05:30:00.000000000,6.0,Thursday,642746
2017-06-09,16920.0,0 days 04:42:00.000000000,5.0,Friday,642746
2017-06-10,26190.0,0 days 07:16:30.000000000,7.0,Saturday,642746
2017-06-11,18720.0,0 days 05:12:00.000000000,5.0,Sunday,642746
2017-06-12,12600.0,0 days 03:30:00.000000000,4.0,Monday,642746
2017-06-13,29400.0,0 days 08:10:00.000000000,8.0,Tuesday,642746
2017-06-14,15465.0,0 days 04:17:45.000000000,4.0,Wednesday,642746
2017-06-15,17520.0,0 days 04:52:00.000000000,5.0,Thursday,642746
2017-06-16,28020.0,0 days 07:47:00.000000000,8.0,Friday,642746
2017-06-17,29520.0,0 days 08:12:00.000000000,8.0,Saturday,642746
2017-06-18,18645.0,0 days 05:10:45.000000000,5.0,Sunday,642746
2017-06-19,17400.0,0 days 04:50:00.000000000,5.0,Monday,642746
2017-06-20,23040.0,0 days 06:24:00.000000000,6.0,Tuesday,642746
2017-06-21,16260.0,0 days 04:31:00.000000000,5.0,Wednesday,642746
2017-06-01,13785.0,0 days 03:49:45.000000000,4.0,Thursday,819418
2017-06-02,12420.0,0 days 03:27:00.000000000,3.0,Friday,819418
2017-06-03,0.0,0 days 00:00:00.000000000,0.0,Saturday,819418
2017-06-04,0.0,0 days 00:00:00.000000000,0.0,Sunday,819418
2017-06-05,9480.0,0 days 02:38:00.000000000,3.0,Monday,819418
2017-06-06,4800.0,0 days 01:20:00.000000000,1.0,Tuesday,819418
2017-06-07,10620.0,0 days 02:57:00.000000000,3.0,Wednesday,819418
2017-06-08,0.0,0 days 00:00:00.000000000,0.0,Thursday,819418
2017-06-09,0.0,0 days 00:00:00.000000000,0.0,Friday,819418
2017-06-10,0.0,0 days 00:00:00.000000000,0.0,Saturday,819418
2017-06-11,0.0,0 days 00:00:00.000000000,0.0,Sunday,819418
2017-06-12,4320.0,0 days 01:12:00.000000000,1.0,Monday,819418
2017-06-13,0.0,0 days 00:00:00.000000000,0.0,Tuesday,819418
2017-06-14,6180.0,0 days 01:43:00.000000000,2.0,Wednesday,819418
2017-06-15,17040.0,0 days 04:44:00.000000000,5.0,Thursday,819418
2017-06-16,3360.0,0 days 00:56:00.000000000,1.0,Friday,819418
2017-06-17,0.0,0 days 00:00:00.000000000,0.0,Saturday,819418
2017-06-18,0.0,0 days 00:00:00.000000000,0.0,Sunday,819418
2017-06-19,3900.0,0 days 01:05:00.000000000,1.0,Monday,819418
2017-06-20,3480.0,0 days 00:58:00.000000000,1.0,Tuesday,819418
2017-06-21,15105.0,0 days 04:11:45.000000000,4.0,Wednesday,819418
2017-06-01,30285.0,0 days 08:24:45.000000000,8.0,Thursday,503007
2017-06-02,34200.0,0 days 09:30:00.000000000,10.0,Friday,503007
2017-06-03,0.0,0 days 00:00:00.000000000,0.0,Saturday,503007
2017-06-04,0.0,0 days 00:00:00.000000000,0.0,Sunday,503007
2017-06-05,37800.0,0 days 10:30:00.000000000,11.0,Monday,503007
2017-06-06,0.0,0 days 00:00:00.000000000,0.0,Tuesday,503007
2017-06-07,22920.0,0 days 06:22:00.000000000,6.0,Wednesday,503007
2017-06-08,28620.0,0 days 07:57:00.000000000,8.0,Thursday,503007
2017-06-09,21480.0,0 days 05:58:00.000000000,6.0,Friday,503007
2017-06-10,0.0,0 days 00:00:00.000000000,0.0,Saturday,503007
2017-06-11,0.0,0 days 00:00:00.000000000,0.0,Sunday,503007
2017-06-12,0.0,0 days 00:00:00.000000000,0.0,Monday,503007
2017-06-13,0.0,0 days 00:00:00.000000000,0.0,Tuesday,503007
2017-06-14,21780.0,0 days 06:03:00.000000000,6.0,Wednesday,503007
2017-06-15,34080.0,0 days 09:28:00.000000000,9.0,Thursday,503007
2017-06-16,25260.0,0 days 07:01:00.000000000,7.0,Friday,503007
2017-06-17,0.0,0 days 00:00:00.000000000,0.0,Saturday,503007
2017-06-18,0.0,0 days 00:00:00.000000000,0.0,Sunday,503007
2017-06-19,24660.0,0 days 06:51:00.000000000,7.0,Monday,503007
2017-06-20,0.0,0 days 00:00:00.000000000,0.0,Tuesday,503007
2017-06-21,27540.0,0 days 07:39:00.000000000,8.0,Wednesday,503007
2017-06-01,5640.0,0 days 01:34:00.000000000,2.0,Thursday,344354
2017-06-02,13320.0,0 days 03:42:00.000000000,4.0,Friday,344354
2017-06-03,22140.0,0 days 06:09:00.000000000,6.0,Saturday,344354
2017-06-04,31365.0,0 days 08:42:45.000000000,9.0,Sunday,344354
2017-06-05,11520.0,0 days 03:12:00.000000000,3.0,Monday,344354
2017-06-06,0.0,0 days 00:00:00.000000000,0.0,Tuesday,344354
2017-06-07,7680.0,0 days 02:08:00.000000000,2.0,Wednesday,344354
2017-06-08,17760.0,0 days 04:56:00.000000000,5.0,Thursday,344354
2017-06-09,14580.0,0 days 04:03:00.000000000,4.0,Friday,344354
2017-06-10,21345.0,0 days 05:55:45.000000000,6.0,Saturday,344354
2017-06-11,31425.0,0 days 08:43:45.000000000,9.0,Sunday,344354
2017-06-12,11880.0,0 days 03:18:00.000000000,3.0,Monday,344354
