id,design_id,description,growth,parts,findings
2017-06-13,29145.0,0 days 08:05:45.000000000,8.0,Tuesday,609036
2017-06-14,31020.0,0 days 08:37:00.000000000,9.0,Wednesday,609036
2017-06-15,27375.0,0 days 07:36:15.000000000,8.0,Thursday,609036
2017-06-16,0.0,0 days 00:00:00.000000000,0.0,Friday,609036
2017-06-17,0.0,0 days 00:00:00.000000000,0.0,Saturday,609036
2017-06-18,0.0,0 days 00:00:00.000000000,0.0,Sunday,609036
2017-06-19,24180.0,0 days 06:43:00.000000000,7.0,Monday,609036
2017-06-20,37320.0,0 days 10:22:00.000000000,10.0,Tuesday,609036
2017-06-21,34860.0,0 days 09:41:00.000000000,10.0,Wednesday,609036
2017-06-01,35280.0,0 days 09:48:00.000000000,10.0,Thursday,568576
2017-06-02,32100.0,0 days 08:55:00.000000000,9.0,Friday,568576
2017-06-03,36600.0,0 days 10:10:00.000000000,10.0,Saturday,568576
2017-06-04,24225.0,0 days 06:43:45.000000000,7.0,Sunday,568576
2017-06-05,38340.0,0 days 10:39:00.000000000,11.0,Monday,568576
2017-06-06,20745.0,0 days 05:45:45.000000000,6.0,Tuesday,568576
2017-06-07,38520.0,0 days 10:42:00.000000000,11.0,Wednesday,568576
2017-06-08,23865.0,0 days 06:37:45.000000000,7.0,Thursday,568576
2017-06-09,36885.0,0 days 10:14:45.000000000,10.0,Friday,568576
2017-06-10,27360.0,0 days 07:36:00.000000000,8.0,Saturday,568576
2017-06-11,30180.0,0 days 08:23:00.000000000,8.0,Sunday,568576
2017-06-12,26700.0,0 days 07:25:00.000000000,7.0,Monday,568576
2017-06-13,27750.0,0 days 07:42:30.000000000,8.0,Tuesday,568576
2017-06-14,29820.0,0 days 08:17:00.000000000,8.0,Wednesday,568576
2017-06-15,35070.0,0 days 09:44:30.000000000,10.0,Thursday,568576
2017-06-16,26280.0,0 days 07:18:00.000000000,7.0,Friday,568576
2017-06-17,23490.0,0 days 06:31:30.000000000,7.0,Saturday,568576
2017-06-18,36240.0,0 days 10:04:00.000000000,10.0,Sunday,568576
2017-06-19,18690.0,0 days 05:11:30.000000000,5.0,Monday,568576
2017-06-20,22140.0,0 days 06:09:00.000000000,6.0,Tuesday,568576
2017-06-21,37080.0,0 days 10:18:00.000000000,10.0,Wednesday,568576
2017-06-01,14940.0,0 days 04:09:00.000000000,4.0,Thursday,466276
2017-06-02,2340.0,0 days 00:39:00.000000000,1.0,Friday,466276
2017-06-03,27405.0,0 days 07:36:45.000000000,8.0,Saturday,466276
2017-06-04,23010.0,0 days 06:23:30.000000000,6.0,Sunday,466276
2017-06-05,13725.0,0 days 03:48:45.000000000,4.0,Monday,466276
2017-06-06,13500.0,0 days 03:45:00.000000000,4.0,Tuesday,466276
2017-06-07,16440.0,0 days 04:34:00.000000000,5.0,Wednesday,466276
2017-06-08,11100.0,0 days 03:05:00.000000000,3.0,Thursday,466276
2017-06-09,16980.0,0 days 04:43:00.000000000,5.0,Friday,466276
2017-06-10,15960.0,0 days 04:26:00.000000000,4.0,Saturday,466276
2017-06-11,20220.0,0 days 05:37:00.000000000,6.0,Sunday,466276
2017-06-12,6300.0,0 days 01:45:00.000000000,2.0,Monday,466276
2017-06-13,17700.0,0 days 04:55:00.000000000,5.0,Tuesday,466276
2017-06-14,8340.0,0 days 02:19:00.000000000,2.0,Wednesday,466276
2017-06-15,1020.0,0 days 00:17:00.000000000,0.0,Thursday,466276
2017-06-16,11340.0,0 days 03:09:00.000000000,3.0,Friday,466276
2017-06-17,25245.0,0 days 07:00:45.000000000,7.0,Saturday,466276
2017-06-18,20340.0,0 days 05:39:00.000000000,6.0,Sunday,466276
2017-06-19,16905.0,0 days 04:41:45.000000000,5.0,Monday,466276
2017-06-20,5130.0,0 days 01:25:30.000000000,1.0,Tuesday,466276
2017-06-21,13440.0,0 days 03:44:00.000000000,4.0,Wednesday,466276
2017-06-01,34785.0,0 days 09:39:45.000000000,10.0,Thursday,176534
2017-06-02,33405.0,0 days 09:16:45.000000000,9.0,Friday,176534
2017-06-03,29820.0,0 days 08:17:00.000000000,8.0,Saturday,176534
2017-06-04,29340.0,0 days 08:09:00.000000000,8.0,Sunday,176534
2017-06-05,31620.0,0 days 08:47:00.000000000,9.0,Monday,176534
2017-06-06,35100.0,0 days 09:45:00.000000000,10.0,Tuesday,176534
2017-06-07,28650.0,0 days 07:57:30.000000000,8.0,Wednesday,176534
2017-06-08,24960.0,0 days 06:56:00.000000000,7.0,Thursday,176534
2017-06-09,36645.0,0 days 10:10:45.000000000,10.0,Friday,176534
2017-06-10,21705.0,0 days 06:01:45.000000000,6.0,Saturday,176534
2017-06-11,34620.0,0 days 09:37:00.000000000,10.0,Sunday,176534
2017-06-12,35460.0,0 days 09:51:00.000000000,10.0,Monday,176534
2017-06-13,26985.0,0 days 07:29:45.000000000,7.0,Tuesday,176534
2017-06-14,29685.0,0 days 08:14:45.000000000,8.0,Wednesday,176534
2017-06-15,0.0,0 days 00:00:00.000000000,0.0,Thursday,176534
2017-06-16,20700.0,0 days 05:45:00.000000000,6.0,Friday,176534
2017-06-17,36480.0,0 days 10:08:00.000000000,10.0,Saturday,176534
2017-06-18,31125.0,0 days 08:38:45.000000000,9.0,Sunday,176534
2017-06-19,34845.0,0 days 09:40:45.000000000,10.0,Monday,176534
2017-06-20,25200.0,0 days 07:00:00.000000000,7.0,Tuesday,176534
2017-06-21,28320.0,0 days 07:52:00.000000000,8.0,Wednesday,176534
2017-06-01,4005.0,0 days 01:06:45.000000000,1.0,Thursday,122436
2017-06-02,16260.0,0 days 04:31:00.000000000,5.0,Friday,122436
2017-06-03,13800.0,0 days 03:50:00.000000000,4.0,Saturday,122436
2017-06-04,9180.0,0 days 02:33:00.000000000,3.0,Sunday,122436
2017-06-05,13140.0,0 days 03:39:00.000000000,4.0,Monday,122436
2017-06-06,13260.0,0 days 03:41:00.000000000,4.0,Tuesday,122436
2017-06-07,14520.0,0 days 04:02:00.000000000,4.0,Wednesday,122436
2017-06-08,14985.0,0 days 04:09:45.000000000,4.0,Thursday,122436
2017-06-09,9000.0,0 days 02:30:00.000000000,3.0,Friday,122436
2017-06-10,9525.0,0 days 02:38:45.000000000,3.0,Saturday,122436
2017-06-11,9720.0,0 days 02:42:00.000000000,3.0,Sunday,122436
2017-06-12,7860.0,0 days 02:11:00.000000000,2.0,Monday,122436
2017-06-13,12810.0,0 days 03:33:30.000000000,4.0,Tuesday,122436
2017-06-14,7680.0,0 days 02:08:00.000000000,2.0,Wednesday,122436
2017-06-15,9060.0,0 days 02:31:00.000000000,3.0,Thursday,122436
2017-06-16,11220.0,0 days 03:07:00.000000000,3.0,Friday,122436
2017-06-17,8520.0,0 days 02:22:00.000000000,2.0,Saturday,122436
2017-06-18,12000.0,0 days 03:20:00.000000000,3.0,Sunday,122436
2017-06-19,4860.0,0 days 01:21:00.000000000,1.0,Monday,122436
2017-06-20,7080.0,0 days 01:58:00.000000000,2.0,Tuesday,122436
2017-06-21,6720.0,0 days 01:52:00.000000000,2.0,Wednesday,122436
2017-06-01,37200.0,0 days 10:20:00.000000000,10.0,Thursday,913005
2017-06-02,0.0,0 days 00:00:00.000000000,0.0,Friday,913005
2017-06-03,0.0,0 days 00:00:00.000000000,0.0,Saturday,913005
2017-06-04,35625.0,0 days 09:53:45.000000000,10.0,Sunday,913005
2017-06-05,33480.0,0 days 09:18:00.000000000,9.0,Monday,913005
2017-06-06,31140.0,0 days 08:39:00.000000000,9.0,Tuesday,913005
2017-06-07,27585.0,0 days 07:39:45.000000000,8.0,Wednesday,913005
2017-06-08,0.0,0 days 00:00:00.000000000,0.0,Thursday,913005
2017-06-09,19845.0,0 days 05:30:45.000000000,6.0,Friday,913005
2017-06-10,0.0,0 days 00:00:00.000000000,0.0,Saturday,913005
2017-06-11,29100.0,0 days 08:05:00.000000000,8.0,Sunday,913005
2017-06-12,32805.0,0 days 09:06:45.000000000,9.0,Monday,913005
2017-06-13,35940.0,0 days 09:59:00.000000000,10.0,Tuesday,913005
2017-06-14,30660.0,0 days 08:31:00.000000000,9.0,Wednesday,913005
2017-06-15,32280.0,0 days 08:58:00.000000000,9.0,Thursday,913005
2017-06-16,28665.0,0 days 07:57:45.000000000,8.0,Friday,913005
2017-06-17,0.0,0 days 00:00:00.000000000,0.0,Saturday,913005
2017-06-18,31665.0,0 days 08:47:45.000000000,9.0,Sunday,913005
2017-06-19,32685.0,0 days 09:04:45.000000000,9.0,Monday,913005
2017-06-20,21540.0,0 days 05:59:00.000000000,6.0,Tuesday,913005
2017-06-21,33240.0,0 days 09:14:00.000000000,9.0,Wednesday,913005
2017-06-01,8460.0,0 days 02:21:00.000000000,2.0,Thursday,165671
2017-06-02,9000.0,0 days 02:30:00.000000000,3.0,Friday,165671
2017-06-03,0.0,0 days 00:00:00.000000000,0.0,Saturday,165671
2017-06-04,0.0,0 days 00:00:00.000000000,0.0,Sunday,165671
2017-06-05,4620.0,0 days 01:17:00.000000000,1.0,Monday,165671
2017-06-06,2280.0,0 days 00:38:00.000000000,1.0,Tuesday,165671
2017-06-07,1740.0,0 days 00:29:00.000000000,0.0,Wednesday,165671
2017-06-08,12945.0,0 days 03:35:45.000000000,4.0,Thursday,165671
2017-06-09,3285.0,0 days 00:54:45.000000000,1.0,Friday,165671
2017-06-10,0.0,0 days 00:00:00.000000000,0.0,Saturday,165671
2017-06-11,0.0,0 days 00:00:00.000000000,0.0,Sunday,165671
2017-06-12,9645.0,0 days 02:40:45.000000000,3.0,Monday,165671
2017-06-13,14280.0,0 days 03:58:00.000000000,4.0,Tuesday,165671
2017-06-14,15945.0,0 days 04:25:45.000000000,4.0,Wednesday,165671
2017-06-15,16860.0,0 days 04:41:00.000000000,5.0,Thursday,165671
2017-06-16,8445.0,0 days 02:20:45.000000000,2.0,Friday,165671
2017-06-17,0.0,0 days 00:00:00.000000000,0.0,Saturday,165671
2017-06-18,0.0,0 days 00:00:00.000000000,0.0,Sunday,165671
2017-06-19,15660.0,0 days 04:21:00.000000000,4.0,Monday,165671
2017-06-20,7080.0,0 days 01:58:00.000000000,2.0,Tuesday,165671
2017-06-21,3240.0,0 days 00:54:00.000000000,1.0,Wednesday,165671
2017-06-01,13440.0,0 days 03:44:00.000000000,4.0,Thursday,981884
2017-06-02,15660.0,0 days 04:21:00.000000000,4.0,Friday,981884
2017-06-03,0.0,0 days 00:00:00.000000000,0.0,Saturday,981884
2017-06-04,0.0,0 days 00:00:00.000000000,0.0,Sunday,981884
2017-06-05,0.0,0 days 00:00:00.000000000,0.0,Monday,981884
2017-06-06,13140.0,0 days 03:39:00.000000000,4.0,Tuesday,981884
2017-06-07,14400.0,0 days 04:00:00.000000000,4.0,Wednesday,981884
2017-06-08,1140.0,0 days 00:19:00.000000000,0.0,Thursday,981884
2017-06-09,15540.0,0 days 04:19:00.000000000,4.0,Friday,981884
2017-06-10,0.0,0 days 00:00:00.000000000,0.0,Saturday,981884
2017-06-11,0.0,0 days 00:00:00.000000000,0.0,Sunday,981884
2017-06-12,12900.0,0 days 03:35:00.000000000,4.0,Monday,981884
2017-06-13,9840.0,0 days 02:44:00.000000000,3.0,Tuesday,981884
2017-06-14,10620.0,0 days 02:57:00.000000000,3.0,Wednesday,981884
2017-06-15,10380.0,0 days 02:53:00.000000000,3.0,Thursday,981884
2017-06-16,7680.0,0 days 02:08:00.000000000,2.0,Friday,981884
2017-06-17,0.0,0 days 00:00:00.000000000,0.0,Saturday,981884
2017-06-18,0.0,0 days 00:00:00.000000000,0.0,Sunday,981884
2017-06-19,12540.0,0 days 03:29:00.000000000,3.0,Monday,981884
2017-06-20,9045.0,0 days 02:30:45.000000000,3.0,Tuesday,981884
2017-06-21,11880.0,0 days 03:18:00.000000000,3.0,Wednesday,981884
2017-06-01,15600.0,0 days 04:20:00.000000000,4.0,Thursday,967696
2017-06-02,12720.0,0 days 03:32:00.000000000,4.0,Friday,967696
2017-06-03,22140.0,0 days 06:09:00.000000000,6.0,Saturday,967696
2017-06-04,24240.0,0 days 06:44:00.000000000,7.0,Sunday,967696
2017-06-05,28020.0,0 days 07:47:00.000000000,8.0,Monday,967696
2017-06-06,20700.0,0 days 05:45:00.000000000,6.0,Tuesday,967696
2017-06-07,0.0,0 days 00:00:00.000000000,0.0,Wednesday,967696
2017-06-08,16905.0,0 days 04:41:45.000000000,5.0,Thursday,967696
2017-06-09,15960.0,0 days 04:26:00.000000000,4.0,Friday,967696
2017-06-10,31080.0,0 days 08:38:00.000000000,9.0,Saturday,967696
2017-06-11,28185.0,0 days 07:49:45.000000000,8.0,Sunday,967696
2017-06-12,0.0,0 days 00:00:00.000000000,0.0,Monday,967696
2017-06-13,17790.0,0 days 04:56:30.000000000,5.0,Tuesday,967696
2017-06-14,15840.0,0 days 04:24:00.000000000,4.0,Wednesday,967696
2017-06-15,0.0,0 days 00:00:00.000000000,0.0,Thursday,967696
2017-06-16,22140.0,0 days 06:09:00.000000000,6.0,Friday,967696
2017-06-17,13440.0,0 days 03:44:00.000000000,4.0,Saturday,967696
2017-06-18,13740.0,0 days 03:49:00.000000000,4.0,Sunday,967696
2017-06-19,21660.0,0 days 06:01:00.000000000,6.0,Monday,967696
2017-06-20,21900.0,0 days 06:05:00.000000000,6.0,Tuesday,967696
2017-06-21,29640.0,0 days 08:14:00.000000000,8.0,Wednesday,967696
2017-06-01,20220.0,0 days 05:37:00.000000000,6.0,Thursday,955548
2017-06-02,17745.0,0 days 04:55:45.000000000,5.0,Friday,955548
2017-06-03,0.0,0 days 00:00:00.000000000,0.0,Saturday,955548
2017-06-04,0.0,0 days 00:00:00.000000000,0.0,Sunday,955548
2017-06-05,23280.0,0 days 06:28:00.000000000,6.0,Monday,955548
2017-06-06,12300.0,0 days 03:25:00.000000000,3.0,Tuesday,955548
2017-06-07,25080.0,0 days 06:58:00.000000000,7.0,Wednesday,955548
2017-06-08,24660.0,0 days 06:51:00.000000000,7.0,Thursday,955548
2017-06-09,29940.0,0 days 08:19:00.000000000,8.0,Friday,955548
2017-06-10,0.0,0 days 00:00:00.000000000,0.0,Saturday,955548
2017-06-11,0.0,0 days 00:00:00.000000000,0.0,Sunday,955548
2017-06-12,19740.0,0 days 05:29:00.000000000,5.0,Monday,955548
2017-06-13,26100.0,0 days 07:15:00.000000000,7.0,Tuesday,955548
2017-06-14,22020.0,0 days 06:07:00.000000000,6.0,Wednesday,955548
2017-06-15,15420.0,0 days 04:17:00.000000000,4.0,Thursday,955548
2017-06-16,26820.0,0 days 07:27:00.000000000,7.0,Friday,955548
2017-06-17,0.0,0 days 00:00:00.000000000,0.0,Saturday,955548
2017-06-18,0.0,0 days 00:00:00.000000000,0.0,Sunday,955548
2017-06-19,14580.0,0 days 04:03:00.000000000,4.0,Monday,955548
2017-06-20,22605.0,0 days 06:16:45.000000000,6.0,Tuesday,955548
2017-06-21,24840.0,0 days 06:54:00.000000000,7.0,Wednesday,955548
2017-06-01,23220.0,0 days 06:27:00.000000000,6.0,Thursday,120546
2017-06-02,28545.0,0 days 07:55:45.000000000,8.0,Friday,120546
2017-06-03,24660.0,0 days 06:51:00.000000000,7.0,Saturday,120546
2017-06-04,25845.0,0 days 07:10:45.000000000,7.0,Sunday,120546
2017-06-05,20460.0,0 days 05:41:00.000000000,6.0,Monday,120546
2017-06-06,35520.0,0 days 09:52:00.000000000,10.0,Tuesday,120546
2017-06-07,29445.0,0 days 08:10:45.000000000,8.0,Wednesday,120546
2017-06-08,31980.0,0 days 08:53:00.000000000,9.0,Thursday,120546
2017-06-09,36885.0,0 days 10:14:45.000000000,10.0,Friday,120546
2017-06-10,25740.0,0 days 07:09:00.000000000,7.0,Saturday,120546
2017-06-11,38685.0,0 days 10:44:45.000000000,11.0,Sunday,120546
2017-06-12,31920.0,0 days 08:52:00.000000000,9.0,Monday,120546
2017-06-13,35805.0,0 days 09:56:45.000000000,10.0,Tuesday,120546
2017-06-14,30240.0,0 days 08:24:00.000000000,8.0,Wednesday,120546
2017-06-15,30690.0,0 days 08:31:30.000000000,9.0,Thursday,120546
2017-06-16,26865.0,0 days 07:27:45.000000000,7.0,Friday,120546
2017-06-17,36060.0,0 days 10:01:00.000000000,10.0,Saturday,120546
2017-06-18,28350.0,0 days 07:52:30.000000000,8.0,Sunday,120546
2017-06-19,36885.0,0 days 10:14:45.000000000,10.0,Monday,120546
2017-06-20,34785.0,0 days 09:39:45.000000000,10.0,Tuesday,120546
2017-06-21,34440.0,0 days 09:34:00.000000000,10.0,Wednesday,120546
2017-06-01,32100.0,0 days 08:55:00.000000000,9.0,Thursday,850321
2017-06-02,33330.0,0 days 09:15:30.000000000,9.0,Friday,850321
2017-06-03,35985.0,0 days 09:59:45.000000000,10.0,Saturday,850321
2017-06-04,34620.0,0 days 09:37:00.000000000,10.0,Sunday,850321
2017-06-05,22560.0,0 days 06:16:00.000000000,6.0,Monday,850321
2017-06-06,25920.0,0 days 07:12:00.000000000,7.0,Tuesday,850321
2017-06-07,32040.0,0 days 08:54:00.000000000,9.0,Wednesday,850321
2017-06-08,23400.0,0 days 06:30:00.000000000,7.0,Thursday,850321
2017-06-09,31350.0,0 days 08:42:30.000000000,9.0,Friday,850321
2017-06-10,0.0,0 days 00:00:00.000000000,0.0,Saturday,850321
2017-06-11,27405.0,0 days 07:36:45.000000000,8.0,Sunday,850321
2017-06-12,39000.0,0 days 10:50:00.000000000,11.0,Monday,850321
2017-06-13,34440.0,0 days 09:34:00.000000000,10.0,Tuesday,850321
2017-06-14,33480.0,0 days 09:18:00.000000000,9.0,Wednesday,850321
2017-06-15,26010.0,0 days 07:13:30.000000000,7.0,Thursday,850321
2017-06-16,31740.0,0 days 08:49:00.000000000,9.0,Friday,850321
2017-06-17,25380.0,0 days 07:03:00.000000000,7.0,Saturday,850321
2017-06-18,28965.0,0 days 08:02:45.000000000,8.0,Sunday,850321
2017-06-19,27900.0,0 days 07:45:00.000000000,8.0,Monday,850321
2017-06-20,23640.0,0 days 06:34:00.000000000,7.0,Tuesday,850321
2017-06-21,33540.0,0 days 09:19:00.000000000,9.0,Wednesday,850321
2017-06-01,8160.0,0 days 02:16:00.000000000,2.0,Thursday,837683
2017-06-02,17820.0,0 days 04:57:00.000000000,5.0,Friday,837683
2017-06-03,0.0,0 days 00:00:00.000000000,0.0,Saturday,837683
2017-06-04,0.0,0 days 00:00:00.000000000,0.0,Sunday,837683
2017-06-05,23340.0,0 days 06:29:00.000000000,6.0,Monday,837683
2017-06-06,10860.0,0 days 03:01:00.000000000,3.0,Tuesday,837683
2017-06-07,16980.0,0 days 04:43:00.000000000,5.0,Wednesday,837683
2017-06-08,7680.0,0 days 02:08:00.000000000,2.0,Thursday,837683
2017-06-09,6420.0,0 days 01:47:00.000000000,2.0,Friday,837683
2017-06-10,0.0,0 days 00:00:00.000000000,0.0,Saturday,837683
2017-06-11,0.0,0 days 00:00:00.000000000,0.0,Sunday,837683
2017-06-12,6360.0,0 days 01:46:00.000000000,2.0,Monday,837683
2017-06-13,5685.0,0 days 01:34:45.000000000,2.0,Tuesday,837683
2017-06-14,0.0,0 days 00:00:00.000000000,0.0,Wednesday,837683
2017-06-15,19320.0,0 days 05:22:00.000000000,5.0,Thursday,837683
2017-06-16,0.0,0 days 00:00:00.000000000,0.0,Friday,837683
2017-06-17,0.0,0 days 00:00:00.000000000,0.0,Saturday,837683
2017-06-18,0.0,0 days 00:00:00.000000000,0.0,Sunday,837683
2017-06-19,16785.0,0 days 04:39:45.000000000,5.0,Monday,837683
2017-06-20,11340.0,0 days 03:09:00.000000000,3.0,Tuesday,837683
2017-06-21,19770.0,0 days 05:29:30.000000000,5.0,Wednesday,837683
2017-06-01,28980.0,0 days 08:03:00.000000000,8.0,Thursday,728796
2017-06-02,36240.0,0 days 10:04:00.000000000,10.0,Friday,728796
2017-06-03,33720.0,0 days 09:22:00.000000000,9.0,Saturday,728796
2017-06-04,32280.0,0 days 08:58:00.000000000,9.0,Sunday,728796
2017-06-05,32445.0,0 days 09:00:45.000000000,9.0,Monday,728796
2017-06-06,23265.0,0 days 06:27:45.000000000,6.0,Tuesday,728796
2017-06-07,24300.0,0 days 06:45:00.000000000,7.0,Wednesday,728796
2017-06-08,40305.0,0 days 11:11:45.000000000,11.0,Thursday,728796
2017-06-09,24540.0,0 days 06:49:00.000000000,7.0,Friday,728796
2017-06-10,38280.0,0 days 10:38:00.000000000,11.0,Saturday,728796
2017-06-11,36060.0,0 days 10:01:00.000000000,10.0,Sunday,728796
2017-06-12,0.0,0 days 00:00:00.000000000,0.0,Monday,728796
2017-06-13,41100.0,0 days 11:25:00.000000000,11.0,Tuesday,728796
2017-06-14,31320.0,0 days 08:42:00.000000000,9.0,Wednesday,728796
2017-06-15,37860.0,0 days 10:31:00.000000000,11.0,Thursday,728796
2017-06-16,28080.0,0 days 07:48:00.000000000,8.0,Friday,728796
2017-06-17,32760.0,0 days 09:06:00.000000000,9.0,Saturday,728796
2017-06-18,36360.0,0 days 10:06:00.000000000,10.0,Sunday,728796
2017-06-19,27060.0,0 days 07:31:00.000000000,8.0,Monday,728796
2017-06-20,31980.0,0 days 08:53:00.000000000,9.0,Tuesday,728796
2017-06-21,28980.0,0 days 08:03:00.000000000,8.0,Wednesday,728796
2017-06-01,8640.0,0 days 02:24:00.000000000,2.0,Thursday,357995
2017-06-02,16860.0,0 days 04:41:00.000000000,5.0,Friday,357995
2017-06-03,11220.0,0 days 03:07:00.000000000,3.0,Saturday,357995
2017-06-04,18360.0,0 days 05:06:00.000000000,5.0,Sunday,357995
2017-06-05,15540.0,0 days 04:19:00.000000000,4.0,Monday,357995
2017-06-06,18285.0,0 days 05:04:45.000000000,5.0,Tuesday,357995
2017-06-07,12480.0,0 days 03:28:00.000000000,3.0,Wednesday,357995
2017-06-08,16560.0,0 days 04:36:00.000000000,5.0,Thursday,357995
2017-06-09,16500.0,0 days 04:35:00.000000000,5.0,Friday,357995
2017-06-10,17220.0,0 days 04:47:00.000000000,5.0,Saturday,357995
2017-06-11,0.0,0 days 00:00:00.000000000,0.0,Sunday,357995
2017-06-12,17700.0,0 days 04:55:00.000000000,5.0,Monday,357995
2017-06-13,18525.0,0 days 05:08:45.000000000,5.0,Tuesday,357995
2017-06-14,11040.0,0 days 03:04:00.000000000,3.0,Wednesday,357995
2017-06-15,0.0,0 days 00:00:00.000000000,0.0,Thursday,357995
2017-06-16,17640.0,0 days 04:54:00.000000000,5.0,Friday,357995
2017-06-17,10980.0,0 days 03:03:00.000000000,3.0,Saturday,357995
2017-06-18,14220.0,0 days 03:57:00.000000000,4.0,Sunday,357995
2017-06-19,5985.0,0 days 01:39:45.000000000,2.0,Monday,357995
2017-06-20,4500.0,0 days 01:15:00.000000000,1.0,Tuesday,357995
2017-06-21,16470.0,0 days 04:34:30.000000000,5.0,Wednesday,357995
2017-06-01,15840.0,0 days 04:24:00.000000000,4.0,Thursday,921788
2017-06-02,16740.0,0 days 04:39:00.000000000,5.0,Friday,921788
2017-06-03,0.0,0 days 00:00:00.000000000,0.0,Saturday,921788
2017-06-04,0.0,0 days 00:00:00.000000000,0.0,Sunday,921788
2017-06-05,4065.0,0 days 01:07:45.000000000,1.0,Monday,921788
2017-06-06,3420.0,0 days 00:57:00.000000000,1.0,Tuesday,921788
2017-06-07,9720.0,0 days 02:42:00.000000000,3.0,Wednesday,921788
2017-06-08,12720.0,0 days 03:32:00.000000000,4.0,Thursday,921788
2017-06-09,3240.0,0 days 00:54:00.000000000,1.0,Friday,921788
2017-06-10,0.0,0 days 00:00:00.000000000,0.0,Saturday,921788
2017-06-11,0.0,0 days 00:00:00.000000000,0.0,Sunday,921788
2017-06-12,4200.0,0 days 01:10:00.000000000,1.0,Monday,921788
2017-06-13,16800.0,0 days 04:40:00.000000000,5.0,Tuesday,921788
2017-06-14,3780.0,0 days 01:03:00.000000000,1.0,Wednesday,921788
2017-06-15,9720.0,0 days 02:42:00.000000000,3.0,Thursday,921788
2017-06-16,0.0,0 days 00:00:00.000000000,0.0,Friday,921788
2017-06-17,0.0,0 days 00:00:00.000000000,0.0,Saturday,921788
2017-06-18,0.0,0 days 00:00:00.000000000,0.0,Sunday,921788
2017-06-19,4440.0,0 days 01:14:00.000000000,1.0,Monday,921788
2017-06-20,19500.0,0 days 05:25:00.000000000,5.0,Tuesday,921788
2017-06-21,18360.0,0 days 05:06:00.000000000,5.0,Wednesday,921788
2017-06-01,4710.0,0 days 01:18:30.000000000,1.0,Thursday,730697
2017-06-02,15060.0,0 days 04:11:00.000000000,4.0,Friday,730697
2017-06-03,0.0,0 days 00:00:00.000000000,0.0,Saturday,730697
2017-06-04,0.0,0 days 00:00:00.000000000,0.0,Sunday,730697
2017-06-05,17340.0,0 days 04:49:00.000000000,5.0,Monday,730697
2017-06-06,5160.0,0 days 01:26:00.000000000,1.0,Tuesday,730697
2017-06-07,4140.0,0 days 01:09:00.000000000,1.0,Wednesday,730697
2017-06-08,9405.0,0 days 02:36:45.000000000,3.0,Thursday,730697
2017-06-09,17460.0,0 days 04:51:00.000000000,5.0,Friday,730697
2017-06-10,0.0,0 days 00:00:00.000000000,0.0,Saturday,730697
2017-06-11,0.0,0 days 00:00:00.000000000,0.0,Sunday,730697
2017-06-12,6930.0,0 days 01:55:30.000000000,2.0,Monday,730697
2017-06-13,9480.0,0 days 02:38:00.000000000,3.0,Tuesday,730697
2017-06-14,9420.0,0 days 02:37:00.000000000,3.0,Wednesday,730697
2017-06-15,12165.0,0 days 03:22:45.000000000,3.0,Thursday,730697
2017-06-16,2880.0,0 days 00:48:00.000000000,1.0,Friday,730697
2017-06-17,0.0,0 days 00:00:00.000000000,0.0,Saturday,730697
2017-06-18,0.0,0 days 00:00:00.000000000,0.0,Sunday,730697
2017-06-19,10740.0,0 days 02:59:00.000000000,3.0,Monday,730697
2017-06-20,2640.0,0 days 00:44:00.000000000,1.0,Tuesday,730697
2017-06-21,12840.0,0 days 03:34:00.000000000,4.0,Wednesday,730697
2017-06-01,14040.0,0 days 03:54:00.000000000,4.0,Thursday,841994
2017-06-02,16440.0,0 days 04:34:00.000000000,5.0,Friday,841994
2017-06-03,0.0,0 days 00:00:00.000000000,0.0,Saturday,841994
2017-06-04,0.0,0 days 00:00:00.000000000,0.0,Sunday,841994
2017-06-05,15240.0,0 days 04:14:00.000000000,4.0,Monday,841994
2017-06-06,12540.0,0 days 03:29:00.000000000,3.0,Tuesday,841994
2017-06-07,12960.0,0 days 03:36:00.000000000,4.0,Wednesday,841994
2017-06-08,27840.0,0 days 07:44:00.000000000,8.0,Thursday,841994
2017-06-09,25920.0,0 days 07:12:00.000000000,7.0,Friday,841994
2017-06-10,0.0,0 days 00:00:00.000000000,0.0,Saturday,841994
2017-06-11,0.0,0 days 00:00:00.000000000,0.0,Sunday,841994
2017-06-12,22380.0,0 days 06:13:00.000000000,6.0,Monday,841994
2017-06-13,27765.0,0 days 07:42:45.000000000,8.0,Tuesday,841994
2017-06-14,13920.0,0 days 03:52:00.000000000,4.0,Wednesday,841994
2017-06-15,13980.0,0 days 03:53:00.000000000,4.0,Thursday,841994
2017-06-16,25980.0,0 days 07:13:00.000000000,7.0,Friday,841994
2017-06-17,0.0,0 days 00:00:00.000000000,0.0,Saturday,841994
2017-06-18,0.0,0 days 00:00:00.000000000,0.0,Sunday,841994
2017-06-19,17640.0,0 days 04:54:00.000000000,5.0,Monday,841994
2017-06-20,16245.0,0 days 04:30:45.000000000,5.0,Tuesday,841994
2017-06-21,25020.0,0 days 06:57:00.000000000,7.0,Wednesday,841994
2017-06-01,7620.0,0 days 02:07:00.000000000,2.0,Thursday,891253
2017-06-02,6780.0,0 days 01:53:00.000000000,2.0,Friday,891253
2017-06-03,0.0,0 days 00:00:00.000000000,0.0,Saturday,891253
