Experimental outputs:13.4297520661,51.9507415467
Desired outputs:5.0,25.0
orifice_size,aspect_ratio,expansion_ratio,normalized_orifice_length,normalized_water_inlet,normalized_oil_inlet,flow_rate_ratio,capillary_number,regime,generation_rate,droplet_size,cost_function
75.0,1.0,2.0,1.0,2.0,1.9168117792121435,23.072213408041137,0.003838610206882531,1,13.069552,56.460247,0.7498014360341295
75.0,1.0,2.0,1.0,2.0,1.909879427479822,23.072213408041137,0.003838610206882531,1,12.937298,56.505966,0.7481153694372741
75.0,1.0,2.0,1.0,2.0,1.909879427479822,23.12582407844319,0.003838610206882531,1,12.972482,56.398632,0.7470592425593302
75.0,1.0,2.0,1.0,2.0,1.909879427479822,23.179434748845246,0.003838610206882531,1,13.007673,56.2913,0.7459996200908993
75.0,1.0,2.0,1.0,2.0,1.9029470757475007,23.179434748845246,0.003838610206882531,1,12.875411,56.337017,0.7443060784753601
75.0,1.0,2.0,1.0,2.0,1.9029470757475007,23.233045419247304,0.003838610206882531,1,12.910597,56.229683,0.7432497550878631
75.0,1.0,2.0,1.0,2.0,1.8960147240151795,23.233045419247304,0.003838610206882531,1,12.77834,56.275406,0.7417341957581249
75.0,1.0,2.0,1.0,2.0,1.8960147240151795,23.286656089649362,0.003838610206882531,1,12.813523,56.168068,0.7404889647012334
75.0,1.0,2.0,1.0,2.0,1.8960147240151795,23.34026676005142,0.003838610206882531,1,12.848711,56.060734,0.739432497320152
75.0,1.0,2.0,1.0,2.0,1.889082372282858,23.34026676005142,0.003838610206882531,1,12.716459,56.106457,0.737717219193598
75.0,1.0,2.0,1.0,2.0,1.889082372282858,23.393877430453475,0.003838610206882531,1,12.751637,55.99911,0.7366639354383822
75.0,1.0,2.0,1.0,2.0,1.8821500205505366,23.393877430453475,0.003838610206882531,1,12.619379,56.04484,0.7354535470383037
75.0,1.0,2.0,1.0,2.0,1.8821500205505366,23.44748810085553,0.003838610206882531,1,12.654566,55.937504,0.7338843754404979
75.0,1.0,2.0,1.0,2.0,1.8821500205505366,23.50109877125759,0.003838610206882531,1,12.689748,55.830166,0.7328312640398309
75.0,1.0,2.0,1.0,2.0,1.8752176688182152,23.50109877125759,0.003838610206882531,1,12.557498,55.87589,0.7310931787243262
75.0,1.0,2.0,1.0,2.0,1.8752176688182152,23.554709441659647,0.003838610206882531,1,12.592689,55.76855,0.7300440655790512
75.0,1.0,2.0,1.0,2.0,1.8752176688182152,23.6083201120617,0.003838610206882531,1,12.627861,55.66121,0.7289906192123333
75.0,1.0,2.0,1.0,2.0,1.868285317085894,23.6083201120617,0.003838610206882531,1,12.495611,55.70694,0.7272448423814183
75.0,1.0,2.0,1.0,2.0,1.868285317085894,23.661930782463756,0.003838610206882531,1,12.530805,55.599594,0.7261956652992135
75.0,1.0,2.0,1.0,2.0,1.8613529653535725,23.661930782463756,0.003838610206882531,1,12.398537,55.645325,0.7246696981547338
75.0,1.0,2.0,1.0,2.0,1.8613529653535725,23.715541452865814,0.003838610206882531,1,12.43373,55.537983,0.7233885711741885
75.0,1.0,2.0,1.0,2.0,1.8613529653535725,23.769152123267872,0.003838610206882531,1,12.468912,55.43065,0.7223394495539612
75.0,1.0,2.0,1.0,2.0,1.854420613621251,23.769152123267872,0.003838610206882531,1,12.336658,55.47637,0.720569520475884
75.0,1.0,2.0,1.0,2.0,1.854420613621251,23.82276279366993,0.003838610206882531,1,12.37184,55.369034,0.7195243205851323
75.0,1.0,2.0,1.0,2.0,1.854420613621251,23.876373464071985,0.003838610206882531,1,12.407021,55.2617,0.7184753137301186
75.0,1.0,2.0,1.0,2.0,1.8474882618889297,23.876373464071985,0.003838610206882531,1,12.274771,55.307423,0.7166972417774223
75.0,1.0,2.0,1.0,2.0,1.8474882618889297,23.92998413447404,0.003838610206882531,1,12.3099575,55.20009,0.7156524352963745
75.0,1.0,2.0,1.0,2.0,1.8405559101566082,23.92998413447404,0.003838610206882531,1,12.177695,55.24581,0.7139622577567867
75.0,1.0,2.0,1.0,2.0,1.8405559101566082,23.9835948048761,0.003838610206882531,1,12.212885,55.13847,0.7128169198225245
75.0,1.0,2.0,1.0,2.0,1.8405559101566082,24.037205475278157,0.003838610206882531,1,12.24807,55.031128,0.7117721569294269
75.0,1.0,2.0,1.0,2.0,1.833623558424287,24.037205475278157,0.003838610206882531,1,12.115816,55.076862,0.7099692717906844
75.0,1.0,2.0,1.0,2.0,1.833623558424287,24.09081614568021,0.003838610206882531,1,12.150991,54.969524,0.7089285802045973
75.0,1.0,2.0,1.0,2.0,1.8266912066919656,24.09081614568021,0.003838610206882531,1,12.018742,55.015244,0.7078224262933497
75.0,1.0,2.0,1.0,2.0,1.8266912066919656,24.14442681608227,0.003838610206882531,1,12.053916,54.90791,0.7060722283236786
75.0,1.0,2.0,1.0,2.0,1.8266912066919656,24.198037486484324,0.003838610206882531,1,12.089109,54.800568,0.705032265078774
75.0,1.0,2.0,1.0,2.0,1.8197588549596442,24.198037486484324,0.003838610206882531,1,11.956856,54.84629,0.7033327924404249
75.0,1.0,2.0,1.0,2.0,1.8197588549596442,24.251648156886382,0.003838610206882531,1,11.992033,54.738956,0.7021675238599321
75.0,1.0,2.0,1.0,2.0,1.8197588549596442,24.30525882728844,0.003838610206882531,1,12.027229,54.631622,0.7011282182581469
75.0,1.0,2.0,1.0,2.0,1.8128265032273227,24.30525882728844,0.003838610206882531,1,11.894973,54.677345,0.6992902104321789
75.0,1.0,2.0,1.0,2.0,1.8128265032273227,24.358869497690495,0.003838610206882531,1,11.93015,54.570007,0.6982548066823091
75.0,1.0,2.0,1.0,2.0,1.8128265032273227,24.41248016809255,0.003838610206882531,1,11.965339,54.462673,0.6972157960307432
75.0,1.0,2.0,1.0,2.0,1.8058941514950015,24.41248016809255,0.003838610206882531,1,11.833084,54.50839,0.6953685317200732
75.0,1.0,2.0,1.0,2.0,1.8058941514950015,24.46609083849461,0.003838610206882531,1,11.868262,54.40106,0.6943338602048461
75.0,1.0,2.0,1.0,2.0,1.7989617997626801,24.46609083849461,0.003838610206882531,1,11.736009,54.446777,0.6927836883271269
75.0,1.0,2.0,1.0,2.0,1.7989617997626801,24.519701508896667,0.003838610206882531,1,11.7711935,54.339436,0.6914386974716563
75.0,1.0,2.0,1.0,2.0,1.7989617997626801,24.573312179298725,0.003838610206882531,1,11.806373,54.232105,0.6904046524622869
75.0,1.0,2.0,1.0,2.0,1.7920294480303587,24.573312179298725,0.003838610206882531,1,11.674121,54.277832,0.6885303434263276
75.0,1.0,2.0,1.0,2.0,1.7920294480303587,24.62692284970078,0.003838610206882531,1,11.709305,54.170494,0.6875009421885196
75.0,1.0,2.0,1.0,2.0,1.7920294480303587,24.680533520102834,0.003838610206882531,1,11.744484,54.063156,0.6864673944249937
75.0,1.0,2.0,1.0,2.0,1.7850970962980373,24.680533520102834,0.003838610206882531,1,11.612241,54.108875,0.6845835110494949
75.0,1.0,2.0,1.0,2.0,1.7850970962980373,24.734144190504892,0.003838610206882531,1,11.647426,54.001537,0.6835548622772554
75.0,1.0,2.0,1.0,2.0,1.7781647445657158,24.734144190504892,0.003838610206882531,1,11.5151615,54.04726,0.6823168800480692
75.0,1.0,2.0,1.0,2.0,1.7781647445657158,24.78775486090695,0.003838610206882531,1,11.550347,53.93993,0.6806282701129256
75.0,1.0,2.0,1.0,2.0,1.7781647445657158,24.841365531309005,0.003838610206882531,1,11.585533,53.83259,0.6796003517367774
75.0,1.0,2.0,1.0,2.0,1.7712323928333946,24.841365531309005,0.003838610206882531,1,11.453282,53.878307,0.6778864203806751
75.0,1.0,2.0,1.0,2.0,1.7712323928333946,24.89497620171106,0.003838610206882531,1,11.488462,53.770977,0.6766647321845948
75.0,1.0,2.0,1.0,2.0,1.7712323928333946,24.94858687211312,0.003838610206882531,1,11.523648,53.663635,0.6756376597376686
75.0,1.0,2.0,1.0,2.0,1.7643000411010732,24.94858687211312,0.003838610206882531,1,11.391394,53.709362,0.6737148405674838
75.0,1.0,2.0,1.0,2.0,1.7643000411010732,25.002197542515177,0.003838610206882531,1,11.426583,53.60202,0.6726928783106806
75.0,1.0,2.0,1.0,2.0,1.7643000411010732,25.055808212917235,0.003838610206882531,1,11.461769,53.494686,0.6716668729103544
75.0,1.0,2.0,1.0,2.0,1.7573676893687518,25.055808212917235,0.003838610206882531,1,11.329501,53.540413,0.6697334234761254
75.0,1.0,2.0,1.0,2.0,1.7573676893687518,25.10941888331929,0.003838610206882531,1,11.364693,53.43307,0.668712488678661
75.0,1.0,2.0,1.0,2.0,1.7504353376364303,25.10941888331929,0.003838610206882531,1,11.232439,53.478794,0.6675309521479185
75.0,1.0,2.0,1.0,2.0,1.7504353376364303,25.163029553721344,0.003838610206882531,1,11.26762,53.371452,0.6657435459737785
75.0,1.0,2.0,1.0,2.0,1.7504353376364303,25.216640224123402,0.003838610206882531,1,11.302804,53.26412,0.6647236198354181
75.0,1.0,2.0,1.0,2.0,1.7435029859041091,25.216640224123402,0.003838610206882531,1,11.1705475,53.309845,0.6631357212829699
75.0,1.0,2.0,1.0,2.0,1.7435029859041091,25.27025089452546,0.003838610206882531,1,11.205737,53.202507,0.6617454034414613
75.0,1.0,2.0,1.0,2.0,1.7435029859041091,25.323861564927515,0.003838610206882531,1,11.240917,53.095173,0.6607264797236817
75.0,1.0,2.0,1.0,2.0,1.7365706341717877,25.323861564927515,0.003838610206882531,1,11.108661,53.1409,0.6587519818039189
75.0,1.0,2.0,1.0,2.0,1.7365706341717877,25.377472235329574,0.003838610206882531,1,11.143852,53.033558,0.6577385496506872
75.0,1.0,2.0,1.0,2.0,1.7365706341717877,25.43108290573163,0.003838610206882531,1,11.179029,52.92622,0.6567206320037541
75.0,1.0,2.0,1.0,2.0,1.7296382824394663,25.43108290573163,0.003838610206882531,1,11.046774,52.971943,0.6547350535077153
75.0,1.0,2.0,1.0,2.0,1.7296382824394663,25.484693576133687,0.003838610206882531,1,11.081967,52.864613,0.6537231543963083
75.0,1.0,2.0,1.0,2.0,1.7296382824394663,25.538304246535738,0.003838610206882531,1,11.11715,52.75728,0.6527066858701781
75.0,1.0,2.0,1.0,2.0,1.7227059307071448,25.538304246535738,0.003838610206882531,1,10.984889,52.802994,0.6507096076050846
75.0,1.0,2.0,1.0,2.0,1.7227059307071448,25.591914916937796,0.003838610206882531,1,11.020073,52.69566,0.6496986851078903
75.0,1.0,2.0,1.0,2.0,1.7157735789748236,25.591914916937796,0.003838610206882531,1,10.887824,52.74138,0.6485366768890243
75.0,1.0,2.0,1.0,2.0,1.7157735789748236,25.64552558733985,0.003838610206882531,1,10.923,52.634045,0.6466752876401418
75.0,1.0,2.0,1.0,2.0,1.7157735789748236,25.699136257741905,0.003838610206882531,1,10.958185,52.526707,0.6456656743248712
75.0,1.0,2.0,1.0,2.0,1.7088412272425022,25.699136257741905,0.003838610206882531,1,10.827459,52.572426,0.6441760852070615
75.0,1.0,2.0,1.0,2.0,1.7088412272425022,25.752746928143964,0.003838610206882531,1,10.861117,52.46509,0.6426322102110376
75.0,1.0,2.0,1.0,2.0,1.7088412272425022,25.806357598546015,0.003838610206882531,1,10.8962965,52.357758,0.6416239596977191
75.0,1.0,2.0,1.0,2.0,1.7019088755101808,25.806357598546015,0.003838610206882531,1,10.769083,52.403477,0.6398105505677527
75.0,1.0,2.0,1.0,2.0,1.7019088755101808,25.859968268948073,0.003838610206882531,1,10.801664,52.296143,0.6386436171082018
75.0,1.0,2.0,1.0,2.0,1.7019088755101808,25.913578939350128,0.003838610206882531,1,10.834413,52.188816,0.6375737205172614
75.0,1.0,2.0,1.0,2.0,1.6949765237778593,25.913578939350128,0.003838610206882531,1,10.710693,52.23453,0.6357437991255988
75.0,1.0,2.0,1.0,2.0,1.6949765237778593,25.967189609752182,0.003838610206882531,1,10.743284,52.127197,0.634674631057508
75.0,1.0,2.0,1.0,2.0,1.6949765237778593,26.02080028015424,0.003838610206882531,1,10.775871,52.019863,0.6336014394700608
75.0,1.0,2.0,1.0,2.0,1.688044172045538,26.02080028015424,0.003838610206882531,1,10.652313,52.06558,0.6317651623534947
75.0,1.0,2.0,1.0,2.0,1.688044172045538,26.074410950556295,0.003838610206882531,1,10.6849,51.958244,0.6306970187870047
75.0,1.0,2.0,1.0,2.0,1.688044172045538,26.12802162095835,0.003838610206882531,1,10.717495,51.850906,0.6296250544699432
75.0,1.0,2.0,1.0,2.0,1.6811118203132167,26.12802162095835,0.003838610206882531,1,10.593926,51.896626,0.6277778829152264
75.0,1.0,2.0,1.0,2.0,1.6811118203132167,26.18163229136041,0.003838610206882531,1,10.626512,51.789295,0.6267109534326253
75.0,1.0,2.0,1.0,2.0,1.6741794685808953,26.18163229136041,0.003838610206882531,1,10.511072,51.835014,0.6252623751454706
75.0,1.0,2.0,1.0,2.0,1.6741794685808953,26.23524296176246,0.003838610206882531,1,10.542473,51.727676,0.6239655619625042
75.0,1.0,2.0,1.0,2.0,1.6741794685808953,26.288853632164518,0.003838610206882531,1,10.573872,51.620335,0.6228677930889369
75.0,1.0,2.0,1.0,2.0,1.6672471168485739,26.288853632164518,0.003838610206882531,1,10.467757,51.666058,0.6214552049707465
75.0,1.0,2.0,1.0,2.0,1.6672471168485739,26.342464302566572,0.003838610206882531,1,10.49914,51.55873,0.6203611506558735
75.0,1.0,2.0,1.0,2.0,1.6672471168485739,26.396074972968627,0.003838610206882531,1,10.5305395,51.45139,0.6192634146984183
75.0,1.0,2.0,1.0,2.0,1.6603147651162524,26.396074972968627,0.003838610206882531,1,10.424435,51.49712,0.6178447844780269
75.0,1.0,2.0,1.0,2.0,1.6603147651162524,26.449685643370685,0.003838610206882531,1,10.455827,51.389782,0.6167507915736088
75.0,1.0,2.0,1.0,2.0,1.6533824133839312,26.449685643370685,0.003838610206882531,1,10.349726,51.435505,0.615317792380281
75.0,1.0,2.0,1.0,2.0,1.6533824133839312,26.503296313772736,0.003838610206882531,1,10.381108,51.328163,0.6142274078388059
75.0,1.0,2.0,1.0,2.0,1.6533824133839312,26.556906984174795,0.003838610206882531,1,10.4125,51.22083,0.6131335891202568
75.0,1.0,2.0,1.0,2.0,1.64645006165161,26.556906984174795,0.003838610206882531,1,10.306398,51.266552,0.6116938713845087
75.0,1.0,2.0,1.0,2.0,1.64645006165161,26.61051765457685,0.003838610206882531,1,10.337787,51.15921,0.6106037798250624
75.0,1.0,2.0,1.0,2.0,1.6395177099192888,26.61051765457685,0.003838610206882531,1,10.231694,51.204933,0.609149598240734
75.0,1.0,2.0,1.0,2.0,1.6395177099192888,26.664128324978904,0.003838610206882531,1,10.263074,51.0976,0.6080635128654824
75.0,1.0,2.0,1.0,2.0,1.6395177099192888,26.717738995380962,0.003838610206882531,1,10.2944765,50.990265,0.6069741479198566
75.0,1.0,2.0,1.0,2.0,1.6325853581869676,26.717738995380962,0.003838610206882531,1,10.188362,51.03598,0.6055122751852219
75.0,1.0,2.0,1.0,2.0,1.6325853581869676,26.771349665783017,0.003838610206882531,1,10.219755,50.928646,0.6044267791569012
75.0,1.0,2.0,1.0,2.0,1.6256530064546464,26.771349665783017,0.003838610206882531,1,10.113657,50.974377,0.6030281887305698
75.0,1.0,2.0,1.0,2.0,1.6256530064546464,26.82496033618507,0.003838610206882531,1,10.145041,50.86703,0.6018687554332217
75.0,1.0,2.0,1.0,2.0,1.6256530064546464,26.87857100658713,0.003838610206882531,1,10.176433,50.759693,0.6007833968080716
75.0,1.0,2.0,1.0,2.0,1.6187206547223252,26.87857100658713,0.003838610206882531,1,10.070329,50.805424,0.5992997830996762
75.0,1.0,2.0,1.0,2.0,1.6187206547223252,26.93218167698918,0.003838610206882531,1,10.101729,50.698082,0.5982188635364041
75.0,1.0,2.0,1.0,2.0,1.6187206547223252,26.98579234739124,0.003838610206882531,1,10.13312,50.590748,0.5971338709214649
75.0,1.0,2.0,1.0,2.0,1.611788302990004,26.98579234739124,0.003838610206882531,1,10.027018,50.636467,0.5956427681251817
75.0,1.0,2.0,1.0,2.0,1.611788302990004,27.039403017793294,0.003838610206882531,1,10.058406,50.529133,0.5945620357157497
75.0,1.0,2.0,1.0,2.0,1.6048559512576828,27.039403017793294,0.003838610206882531,1,9.952303,50.574852,0.5930551400990277
75.0,1.0,2.0,1.0,2.0,1.6048559512576828,27.09301368819535,0.003838610206882531,1,9.983689,50.467514,0.5919786768366836
75.0,1.0,2.0,1.0,2.0,1.6048559512576828,27.146624358597407,0.003838610206882531,1,10.015096,50.360176,0.5908987620476325
75.0,1.0,2.0,1.0,2.0,1.5979235995253616,27.146624358597407,0.003838610206882531,1,9.908974,50.405903,0.5893839333808335
75.0,1.0,2.0,1.0,2.0,1.5979235995253616,27.200235028999458,0.003838610206882531,1,9.940367,50.298573,0.5883082730849443
75.0,1.0,2.0,1.0,2.0,1.5909912477930404,27.200235028999458,0.003838610206882531,1,9.834258,50.344288,0.5869592311107265
75.0,1.0,2.0,1.0,2.0,1.5909912477930404,27.253845699401516,0.003838610206882531,1,9.865643,50.236958,0.5857059739621276
75.0,1.0,2.0,1.0,2.0,1.5909912477930404,27.30745636980357,0.003838610206882531,1,9.897052,50.129627,0.5846312598363849
75.0,1.0,2.0,1.0,2.0,1.584058896060719,27.30745636980357,0.003838610206882531,1,9.790937,50.17534,0.5830922084490828
75.0,1.0,2.0,1.0,2.0,1.584058896060719,27.361067040205626,0.003838610206882531,1,9.8223295,50.06801,0.5820216256232927
75.0,1.0,2.0,1.0,2.0,1.584058896060719,27.414677710607684,0.003838610206882531,1,9.853726,49.960667,0.5809468679156848
75.0,1.0,2.0,1.0,2.0,1.5771265443283977,27.414677710607684,0.003838610206882531,1,9.747629,50.00639,0.5794005611861753
75.0,1.0,2.0,1.0,2.0,1.5771265443283977,27.46828838100974,0.003838610206882531,1,9.779019,49.899055,0.5783304399181682
75.0,1.0,2.0,1.0,2.0,1.5701941925960765,27.46828838100974,0.003838610206882531,1,9.672906,49.94477,0.576830273559433
75.0,1.0,2.0,1.0,2.0,1.5701941925960765,27.521899051411793,0.003838610206882531,1,9.704298,49.837444,0.5757014478864946
75.0,1.0,2.0,1.0,2.0,1.5701941925960765,27.57550972181385,0.003838610206882531,1,9.735686,49.730103,0.574631752095382
75.0,1.0,2.0,1.0,2.0,1.5632618408637553,27.57550972181385,0.003838610206882531,1,9.629609,49.77583,0.5730608826404486
75.0,1.0,2.0,1.0,2.0,1.5632618408637553,27.629120392215903,0.003838610206882531,1,9.661051,49.66848,0.5719973298327461
75.0,1.0,2.0,1.0,2.0,1.5632618408637553,27.68273106261796,0.003838610206882531,1,9.692504,49.56116,0.5709306067966355
75.0,1.0,2.0,1.0,2.0,1.556329489131434,27.68273106261796,0.003838610206882531,1,9.603066,49.60688,0.5698189151920465
75.0,1.0,2.0,1.0,2.0,1.556329489131434,27.736341733020016,0.003838610206882531,1,9.63451,49.49954,0.5687547740412846
75.0,1.0,2.0,1.0,2.0,1.549397137399113,27.736341733020016,0.003838610206882531,1,9.545078,49.545265,0.5676321518127557
75.0,1.0,2.0,1.0,2.0,1.549397137399113,27.78995240342207,0.003838610206882531,1,9.576526,49.437927,0.5665715969899413
75.0,1.0,2.0,1.0,2.0,1.5424647856667917,27.78995240342207,0.003838610206882531,1,9.48709,49.483643,0.5654371806365742
75.0,1.0,2.0,1.0,2.0,1.5424647856667917,27.84356307382413,0.003838610206882531,1,9.5185375,49.37631,0.5643801682028659
75.0,1.0,2.0,1.0,2.0,1.5424647856667917,27.89717374422618,0.003838610206882531,1,9.549981,49.268974,0.56331884005911
75.0,1.0,2.0,1.0,2.0,1.5355324339344705,27.89717374422618,0.003838610206882531,1,9.460549,49.314693,0.5621807080065468
75.0,1.0,2.0,1.0,2.0,1.5355324339344705,27.950784414628238,0.003838610206882531,1,9.491997,49.20736,0.561122978224774
75.0,1.0,2.0,1.0,2.0,1.5286000822021493,27.950784414628238,0.003838610206882531,1,9.402568,49.253075,0.5599731101214733
75.0,1.0,2.0,1.0,2.0,1.5286000822021493,28.004395085030293,0.003838610206882531,1,9.436736,49.14574,0.5589961911544364
75.0,1.0,2.0,1.0,2.0,1.521667730469828,28.004395085030293,0.003838610206882531,1,9.352166,49.191475,0.5579744165231919
75.0,1.0,2.0,1.0,2.0,1.521667730469828,28.058005755432347,0.003838610206882531,1,9.390817,49.084133,0.5571282251227496
75.0,1.0,2.0,1.0,2.0,1.5147353787375069,28.058005755432347,0.003838610206882531,1,9.306251,49.129852,0.5560973245550473
75.0,1.0,2.0,1.0,2.0,1.5147353787375069,28.111616425834406,0.003838610206882531,1,9.344891,49.02252,0.555254192966695
75.0,1.0,2.0,1.0,2.0,1.5078030270051856,28.111616425834406,0.003838610206882531,1,9.260325,49.068237,0.5542142699506404
75.0,1.0,2.0,1.0,2.0,1.5078030270051856,28.16522709623646,0.003838610206882531,1,9.298965,48.960907,0.5533744680422581
75.0,1.0,2.0,1.0,2.0,1.5008706752728644,28.16522709623646,0.003838610206882531,1,9.214407,49.006622,0.5524483509445236
75.0,1.0,2.0,1.0,2.0,1.5008706752728644,28.218837766638515,0.003838610206882531,1,9.253048,48.899292,0.5514889902744853
75.0,1.0,2.0,1.0,2.0,1.5008706752728644,28.272448437040573,0.003838610206882531,1,9.291684,48.791958,0.5506463823349608
75.0,1.0,2.0,1.0,2.0,1.493938323540543,28.272448437040573,0.003838610206882531,1,9.207132,48.837673,0.5495975045304824
